0;1;64;67108864.000000;416.416320;685.590456
0;1;64;67108864.000000;416.416320;685.590456
10;3;68;67108864.000000;0.307036;18.163988
10;3;68;67108864.000000;0.307036;18.163988
10;3;68;67108864.000000;0.307036;18.163988
10;3;68;67108864.000000;0.307036;18.163988
10;3;68;67108864.000000;0.307036;18.163988
10;3;68;67108864.000000;0.307036;18.163988
10;3;68;67108864.000000;0.307036;18.163988
10;3;68;67108864.000000;0.307036;18.163988
10;3;68;67108864.000000;0.307036;18.163988
20;2;68;67108864.000000;3.156120;9.284123
20;2;68;67108864.000000;3.199053;9.203334
20;2;68;67108864.000000;6.094973;9.178966
20;2;68;67108864.000000;0.477467;24.263184
20;2;68;67108864.000000;3.139207;9.313999
20;2;68;67108864.000000;3.200354;9.217661
20;2;68;67108864.000000;0.477467;26.909387
20;2;68;67108864.000000;6.143110;9.146481
20;2;68;67108864.000000;3.201655;9.238556
20;2;68;67108864.000000;3.196451;9.183840
20;2;68;67108864.000000;0.477467;24.270975
20;2;68;67108864.000000;6.061147;9.207633
20;2;68;67108864.000000;3.199053;9.246358
20;2;68;67108864.000000;3.199053;9.212506
20;2;68;67108864.000000;0.477467;24.267105
20;2;68;67108864.000000;6.114488;9.181633
20;2;68;67108864.000000;6.148314;9.130874
20;2;68;67108864.000000;0.477467;26.948315
20;2;68;67108864.000000;3.202956;12.034492
20;2;68;67108864.000000;3.191247;9.255463
20;2;68;67108864.000000;6.106682;9.179010
20;2;68;67108864.000000;3.200354;9.196931
20;2;68;67108864.000000;0.477467;24.265780
20;2;68;67108864.000000;3.191247;9.255488
20;2;68;67108864.000000;0.477467;24.271071
20;2;68;67108864.000000;3.192548;9.260655
20;2;68;67108864.000000;6.118391;9.172512
20;2;68;67108864.000000;3.206859;12.031857
20;2;68;67108864.000000;3.200354;9.242443
20;2;68;67108864.000000;6.144411;12.034635
20;2;68;67108864.000000;3.202956;12.031864
20;2;68;67108864.000000;0.477467;24.230733
20;2;68;67108864.000000;6.044234;9.250868
20;2;68;67108864.000000;3.197746;9.213465
20;2;68;67108864.000000;3.204247;9.252158
20;2;68;67108864.000000;0.477467;24.238586
