0.000000;1;64;67108864.00000064;0;0;0;0;0;0;512;0;0;416.416320;685.590456
0.000000;1;64;67108864.00000064;0;0;0;0;0;0;512;0;0;416.416320;685.590456
10.000000;3;68;67108864.00000068;0;0;0;0;0;0;300;0;0;0.307036;18.163988
10.000000;3;68;67108864.00000068;0;0;0;0;0;0;300;0;0;0.307036;18.163988
10.000000;3;68;67108864.00000068;0;0;0;0;0;0;300;0;0;0.307036;18.163988
10.000000;3;68;67108864.00000068;0;0;0;0;0;0;300;0;0;0.307036;18.163988
10.000000;3;68;67108864.00000068;0;0;0;0;0;0;300;0;0;0.307036;18.163988
10.000000;3;68;67108864.00000068;0;0;0;0;0;0;300;0;0;0.307036;18.163988
10.000000;3;68;67108864.00000068;0;0;0;0;0;0;300;0;0;0.307036;18.163988
10.000000;3;68;67108864.00000068;0;0;0;0;0;0;300;0;0;0.307036;18.163988
10.000000;3;68;67108864.00000068;0;0;0;0;0;0;300;0;0;0.307036;18.163988
